commit_hash,date,subject,files_changed,insertions,deletions
efeee5a2926b50e9a9b19caac09867c6af322b4b,2026-04-02 19:57:58 +0000,Initial plan,,0,0
57a223d4621cf400ed4ca92b83427ad6cc5827bf,2026-04-02 18:50:25 +0000,"feat(c7): Go microservice migration — goroutine-per-offer, gRPC bridge, canary routing",.github/workflows/ci.yml|docs/specs/c7_offer_routing_migration.md|lip/c7_execution_agent/agent.py|lip/c7_execution_agent/go_offer_router/.gitignore|lip/c7_execution_agent/go_offer_router/config.go|lip/c7_execution_agent/go_offer_router/go.mod|lip/c7_execution_agent/go_offer_router/go.sum|lip/c7_execution_agent/go_offer_router/grpc_raw.go|lip/c7_execution_agent/go_offer_router/kill_switch.go|lip/c7_execution_agent/go_offer_router/main.go|lip/c7_execution_agent/go_offer_router/metrics.go|lip/c7_execution_agent/go_offer_router/metrics_noop.go|lip/c7_execution_agent/go_offer_router/server.go|lip/c7_execution_agent/go_offer_router/server_test.go|lip/c7_execution_agent/go_router_client.py|lip/tests/test_c7_go_router.py,3068,1
e36f26ae06043487b06790355b1510074f67534d,2026-04-02 18:13:20 +0000,Initial plan,,0,0
1b1f00aa319c5b3031b48d1638a79d91821247eb,2026-04-02 17:34:07 +0000,Initial plan,,0,0
cfdef9468c28e87cac67fe59057381443cccc716,2026-04-02 16:35:50 +0000,"Fix CI failures: flush fallback, mypy errors, maturin quoting",.github/workflows/ci.yml|lip/api/app.py|lip/c3_repayment_engine/nav_emitter.py|lip/c5_streaming/load_test/load_test_harness.py|lip/c6_aml_velocity/sanctions_bridge.py|lip/c6_aml_velocity/velocity_bridge.py|lip/c7_execution_agent/kill_switch_bridge.py,14,10
5d9495f7f92c22a7e421894900831309f5dd81d1,2026-04-02 15:57:36 +0000,Initial plan,,0,0
c2c47e4707f2e04581898e95b4c322af1c99b604,2026-04-02 10:33:39 +0000,feat(c6): Rust velocity counters and sanctions screening via PyO3 with Python bridges and sanctions audit,.github/workflows/ci.yml|.gitignore|docs/c6_sanctions_audit.md|docs/specs/c6_velocity_sanctions_migration.md|lip/c6_aml_velocity/__init__.py|lip/c6_aml_velocity/rust_velocity/Cargo.toml|lip/c6_aml_velocity/rust_velocity/pyproject.toml|lip/c6_aml_velocity/rust_velocity/src/lib.rs|lip/c6_aml_velocity/rust_velocity/src/sanctions.rs|lip/c6_aml_velocity/rust_velocity/src/velocity.rs|lip/c6_aml_velocity/sanctions_bridge.py|lip/c6_aml_velocity/velocity_bridge.py|lip/tests/test_c6_rust_velocity.py,2653,0
f59be87b74b73c4ec94cb81ab13a5597c0aab012,2026-04-02 10:16:50 +0000,Merge branch 'main' of https://github.com/YESHAPTNT/PRKT2026 into copilot/c6-velocity-sanctions-migration Co-authored-by: ryanktomegah <264463773+ryanktomegah@users.noreply.github.com>,,0,0
6c95c4d69d37f80e8a3ed11710c034de2565746c,2026-04-02 10:06:41 +0000,Initial plan,,0,0
a58513ea88b9eba90038a8fc5ce6c4db2c61cdd8,2026-04-02 09:59:54 +0000,fix: bump google.golang.org/grpc to v1.79.3 to patch authorization bypass CVE,lip/c5_streaming/go_consumer/go.mod|lip/c5_streaming/go_consumer/go.sum,53,49
1b27e4c7d70ec18b0705a8de4e1b2702c516b3e4,2026-04-02 09:57:01 +0000,feat: C5 Kafka consumer migration — Python → Go service with baseline,.github/workflows/ci.yml|.github/workflows/docker-build.yml|docs/benchmark-results/c5_baseline_10ktps.csv|docs/benchmark-results/c5_baseline_10ktps.json|docs/specs/c5_kafka_consumer_migration.md|lip/c5_streaming/go_consumer/.gitignore|lip/c5_streaming/go_consumer/config.go|lip/c5_streaming/go_consumer/config_test.go|lip/c5_streaming/go_consumer/consumer.go|lip/c5_streaming/go_consumer/go.mod|lip/c5_streaming/go_consumer/go.sum|lip/c5_streaming/go_consumer/grpc_client.go|lip/c5_streaming/go_consumer/main.go|lip/c5_streaming/go_consumer/metrics.go|lip/c5_streaming/go_consumer/normalizer.go|lip/c5_streaming/go_consumer/normalizer_test.go|lip/c5_streaming/load_test/__init__.py|lip/c5_streaming/load_test/load_test_harness.py|lip/c5_streaming/schemas/.gitkeep|lip/c5_streaming/schemas/normalized_event.avsc|lip/c5_streaming/schemas/payment_event.avsc|lip/infrastructure/docker/Dockerfile.c5-go,2869,0
31ef32c1037781864e51142fffc545e0a36d3310,2026-04-02 09:36:30 +0000,Initial plan,,0,0
74a5ca026cf83805ffc1dc3976791c581d683850,2026-04-02 09:29:06 +0000,"fix(c3): address code review - Cargo.lock gitignored, magic TTL constant, compliance codes extracted",.gitignore|lip/c3/rust_state_machine/Cargo.lock|lip/c3/rust_state_machine/src/taxonomy.rs|lip/c3/state_machine_bridge.py,12,265
bfaf859c540c1dd56ecd8c1749ac94ed12db0d9e,2026-04-02 09:23:18 +0000,feat(c3): Rust state machine migration via PyO3 with Python bridge and watchdog,.gitignore|docs/specs/c3_state_machine_migration.md|lip/c3/__init__.py|lip/c3/rust_state_machine/Cargo.lock|lip/c3/rust_state_machine/Cargo.toml|lip/c3/rust_state_machine/src/iso20022.rs|lip/c3/rust_state_machine/src/lib.rs|lip/c3/rust_state_machine/src/pyo3_bindings.rs|lip/c3/rust_state_machine/src/state_machine.rs|lip/c3/rust_state_machine/src/taxonomy.rs|lip/c3/state_machine_bridge.py|lip/tests/test_c3_state_machine_bridge.py,3205,0
c404f1a1b9d385eea3e6e2440114c837e322aba3,2026-04-02 08:57:19 +0000,Initial plan,,0,0
8817a1c67eb0fbc97c6da5e4ca2a4c420017bae5,2026-04-02 08:53:12 +0000,"feat(c7): Add C7 kill switch spec, Rust crate, Python bridge, and tests",docs/specs/c7_kill_switch_migration.md|lip/c7_execution_agent/kill_switch_bridge.py|lip/c7_execution_agent/rust_kill_switch/Cargo.toml|lip/c7_execution_agent/rust_kill_switch/src/lib.rs|lip/c7_execution_agent/rust_kill_switch/src/main.rs|lip/c7_execution_agent/rust_kill_switch/src/pyo3_bindings.rs|lip/c7_execution_agent/rust_kill_switch/src/shm.rs|lip/c7_execution_agent/rust_kill_switch/src/signal.rs|lip/c7_execution_agent/rust_kill_switch/tests/test_kill_switch.rs|lip/c7_execution_agent/rust_kill_switch/tests/test_shm.rs|lip/c7_execution_agent/rust_kill_switch/tests/test_signal.rs|lip/tests/test_kill_switch_rust.py,2161,0
2303cb9324e3223685e7152b975b910586da05bb,2026-04-02 08:35:52 +0000,Initial plan,,0,0
0fa63fb45b6e30ba119e8caf519d400402405527,2026-03-06 06:45:10 +0000,"Fix silent data corruption: use r[\""is_failure\""] instead of r.get(\""is_failure\"", 0) in _prepare_pipeline_data",lip/c1_failure_classifier/train.py,1,1
53f9fb307b43f4b1dbc9d4844b1af6767822a0c1,2026-03-06 06:38:43 +0000,Initial plan,,0,0
bc5add46b1bf64c74471c0bd2bd34db027e3be65,2026-03-06 06:10:06 +0000,Address code review: improve __main__.py error handling,lip/c4_dispute_classifier/corpus/__main__.py,3,1
3a64cc70504e11c8c105f393c797e9c04ba66eb8,2026-03-06 06:06:50 +0000,"Implement TASK 1-4: gnn deps, PyTorch models, train.py enhancements, CFPB CLI",lip/c1_failure_classifier/models.py|lip/c1_failure_classifier/train.py|lip/c4_dispute_classifier/corpus/__main__.py|lip/c4_dispute_classifier/corpus/cfpb_label_mapper.py|lip/pyproject.toml|lip/tests/test_c1_models.py|lip/tests/test_c1_train.py|lip/tests/test_cfpb_label_mapper.py,1002,67
a53b909067dbfde89268bbf5831581146c020cd3,2026-03-06 02:28:15 +0000,"Address code review feedback: remove unused import, fix tag filter logic, improve docstring",lip/c1_failure_classifier/train.py|lip/c4_dispute_classifier/corpus/cfpb_label_mapper.py,8,2
53cac3d852b6b842fee2712337639b0a3f6c05ce,2026-03-06 02:20:40 +0000,"Add timestamp_utc to synthetic data, generate() alias, time-based split, train.py, and CFPB label mapper",lip/c1_failure_classifier/synthetic_data.py|lip/c1_failure_classifier/train.py|lip/c4_dispute_classifier/corpus/__init__.py|lip/c4_dispute_classifier/corpus/cfpb_label_mapper.py|lip/tests/test_c1_train.py|lip/tests/test_cfpb_label_mapper.py|lip/tests/test_synthetic_data.py,900,1
23c2dba52f9a8086945868cc896f754cff27fe70,2026-03-06 02:13:40 +0000,Initial plan for Track B (C1 train.py) and Track C (C4 CFPB label mapper),lip/pyproject.toml,1,1
c7c2a18b52f4ed48d3fd0583cdaa2ea7791b67c1,2026-03-06 02:10:02 +0000,Initial plan,,0,0
9422211dbdb03251a9ff373cf36f758352e3c7d0,2026-03-06 01:58:22 +0000,Add synthetic SWIFT payment data generator for C1 Failure Classifier training,lip/c1_failure_classifier/synthetic_data.py|lip/tests/test_synthetic_data.py,1694,0
bdaeefbd1042584e0074210caddbbefa8a9e4641,2026-03-06 01:41:12 +0000,Initial plan,,0,0
cadf19051ad5b4e26c13dff5e264779d95834512,2026-03-05 21:31:26 +0000,"feat: Phase 5 - E2E pipeline orchestrator, instrumentation, and 142 integration tests",lip/instrumentation.py|lip/pipeline.py|lip/pipeline_result.py|lip/tests/conftest.py|lip/tests/test_e2e_config.py|lip/tests/test_e2e_corridor.py|lip/tests/test_e2e_decision_log.py|lip/tests/test_e2e_latency.py|lip/tests/test_e2e_pipeline.py|lip/tests/test_e2e_settlement.py|lip/tests/test_e2e_state_machines.py,2749,0
bfd75ed69c7eb5b76ef7abf7785a27489090032a,2026-03-05 21:14:41 +0000,Initial plan,,0,0
7ecfd9a1b5a181dd7096c0320a92b199a509e95d,2026-03-05 20:25:40 +0000,"Complete LIP platform: tests, infrastructure, configs, pyproject.toml — 252 tests passing",.gitignore|lip/c6_aml_velocity/anomaly.py|lip/c6_aml_velocity/velocity.py|lip/configs/canonical_numbers.yaml|lip/configs/corridor_defaults.yaml|lip/configs/rejection_taxonomy.yaml|lip/infrastructure/docker/Dockerfile.c1|lip/infrastructure/docker/Dockerfile.c4|lip/infrastructure/docker/Dockerfile.c7|lip/infrastructure/kubernetes/c1-deployment.yaml|lip/infrastructure/kubernetes/c5-deployment.yaml|lip/infrastructure/kubernetes/c7-deployment.yaml|lip/infrastructure/kubernetes/hpa.yaml|lip/infrastructure/kubernetes/network-policies.yaml|lip/infrastructure/monitoring/__init__.py|lip/infrastructure/monitoring/alerts.py|lip/infrastructure/monitoring/metrics.py|lip/pyproject.toml|lip/tests/__init__.py|lip/tests/test_c1_classifier.py|lip/tests/test_c2_pd_model.py|lip/tests/test_c3_repayment.py|lip/tests/test_c4_dispute.py|lip/tests/test_c6_aml.py|lip/tests/test_c7_execution.py|lip/tests/test_fee_arithmetic.py|lip/tests/test_integration_flows.py|lip/tests/test_negation_suite.py|lip/tests/test_state_machines.py,3160,9
9f623ce5dc5f4bc35810b7a82682a11d961622e6,2026-03-05 19:55:56 +0000,Add C6 AML velocity and C7 execution agent modules,lip/c5_streaming/__init__.py|lip/c5_streaming/event_normalizer.py|lip/c5_streaming/flink_jobs.py|lip/c5_streaming/kafka_config.py|lip/c5_streaming/redis_config.py|lip/c6_aml_velocity/__init__.py|lip/c6_aml_velocity/anomaly.py|lip/c6_aml_velocity/cross_licensee.py|lip/c6_aml_velocity/salt_rotation.py|lip/c6_aml_velocity/sanctions.py|lip/c6_aml_velocity/velocity.py|lip/c7_execution_agent/__init__.py|lip/c7_execution_agent/agent.py|lip/c7_execution_agent/decision_log.py|lip/c7_execution_agent/degraded_mode.py|lip/c7_execution_agent/human_override.py|lip/c7_execution_agent/kill_switch.py,1650,0
463f620852ced5ce9e4cfdc6a2a73c5cbcedf042,2026-03-05 19:48:26 +0000,feat: Add LIP C4 Dispute Classifier component (8 production Python files),lip/c4_dispute_classifier/__init__.py|lip/c4_dispute_classifier/model.py|lip/c4_dispute_classifier/multilingual.py|lip/c4_dispute_classifier/negation.py|lip/c4_dispute_classifier/prefilter.py|lip/c4_dispute_classifier/prompt.py|lip/c4_dispute_classifier/taxonomy.py|lip/c4_dispute_classifier/training.py,1817,0
f729cb606c518f81d91ea5f608b46085e9c1430f,2026-03-05 19:40:52 +0000,feat(lip/c3): Add C3 Repayment Engine — Dual-Signal Settlement Monitoring,lip/c3_repayment_engine/__init__.py|lip/c3_repayment_engine/corridor_buffer.py|lip/c3_repayment_engine/rejection_taxonomy.py|lip/c3_repayment_engine/repayment_loop.py|lip/c3_repayment_engine/settlement_handlers.py|lip/c3_repayment_engine/uetr_mapping.py,1217,0
00169f64049069d99e79aea60660ca6d0656da27,2026-03-05 19:34:09 +0000,fix(c2_pd_model/fee): clarify FEE_FLOOR_PER_7DAY_CYCLE as decimal not percent,lip/c2_pd_model/fee.py,6,3
3f15248fb87e5debefe049407b2cfd4a313df55c,2026-03-05 19:32:44 +0000,feat(c2_pd_model): add production Python files for LIP C2 PD Model component,lip/c2_pd_model/__init__.py|lip/c2_pd_model/baseline.py|lip/c2_pd_model/features.py|lip/c2_pd_model/fee.py|lip/c2_pd_model/inference.py|lip/c2_pd_model/lgd.py|lip/c2_pd_model/model.py|lip/c2_pd_model/tier_assignment.py|lip/c2_pd_model/training.py,2721,0
8c662847bb6c300c8197b40a21db80340911f889,2026-03-05 19:21:38 +0000,fix(lip/c1): address code review feedback,lip/c1_failure_classifier/embeddings.py|lip/c1_failure_classifier/features.py,3,3
09266264fd078472273eeccede4de32d3f389c94,2026-03-05 19:20:25 +0000,feat(lip/c1): add C1 Failure Classifier component (10 modules),lip/c1_failure_classifier/__init__.py|lip/c1_failure_classifier/calibration.py|lip/c1_failure_classifier/embeddings.py|lip/c1_failure_classifier/features.py|lip/c1_failure_classifier/graph_builder.py|lip/c1_failure_classifier/graphsage.py|lip/c1_failure_classifier/inference.py|lip/c1_failure_classifier/model.py|lip/c1_failure_classifier/tabtransformer.py|lip/c1_failure_classifier/training.py,3311,0
8fd6fb3b73bcdd6ed7dbaab75230d6674582cda4,2026-03-05 19:10:20 +0000,fix: remove spurious no-op field_validator from DecisionLogEntry,lip/common/schemas.py,1,6
11b4f5f34af615db172d72fa2f41d2690e23673c,2026-03-05 19:09:34 +0000,feat: add LIP production core modules (common layer),lip/__init__.py|lip/common/__init__.py|lip/common/constants.py|lip/common/encryption.py|lip/common/schemas.py|lip/common/state_machines.py,1249,0
1ab3ce3b5d48e37d305a3459ba82d9df3ddf8a51,2026-03-05 19:03:40 +0000,Initial plan,,0,0
5332fb26f2b455b6e93657a5ad026bc7e3cf68cb,2026-03-05 18:07:19 +0000,"feat(ARIA): Phase 1 ML Core — GNN feature engineering, unified PD scaffold, dispute classifier, /dispute-check + /ml-architecture endpoints",Project2026 copy/api.py|Project2026 copy/dispute_classifier.py|Project2026 copy/failure_prediction_engine.py|Project2026 copy/pd_model_unified.py|Project2026 copy/requirements.txt,1355,28
7f905d5c38f511239ae3428958e23b2bd38da6e3,2026-03-05 17:54:15 +0000,Initial plan,,0,0
7fcb5ad98dde3688dcf2c8885efdbd232e2959bc,2026-02-28 17:15:07 +0000,"Add .github/copilot-instructions.md with project overview, build/test commands, and coding standards",.github/copilot-instructions.md,99,0
be434c00be25dc72c57fa93d94b4453dff1de9bd,2026-02-28 17:13:51 +0000,Initial plan,,0,0
08a9d4654302b15504d99db1da0e521f760e6dfd,2026-02-28 02:51:24 +0000,Fix PD model label in offer sheet and use SHA-256 instead of MD5,.gitignore|Project2026 copy/__pycache__/api.cpython-313.pyc|Project2026 copy/__pycache__/bridge_loan_execution.cpython-313.pyc|Project2026 copy/__pycache__/cva_pricing_engine.cpython-312.pyc|Project2026 copy/__pycache__/cva_pricing_engine.cpython-313.pyc|Project2026 copy/__pycache__/failure_prediction_engine.cpython-312.pyc|Project2026 copy/__pycache__/failure_prediction_engine.cpython-313.pyc|Project2026 copy/__pycache__/market_signals.cpython-312.pyc|Project2026 copy/cva_pricing_engine.py|Project2026 copy/market_signals.py,13,1
2236402d373502a31e2e77e9275b06e594ca8952,2026-02-28 02:50:00 +0000,Add real-time market signal layer to CVA pricing engine,Project2026 copy/__pycache__/cva_pricing_engine.cpython-312.pyc|Project2026 copy/__pycache__/failure_prediction_engine.cpython-312.pyc|Project2026 copy/__pycache__/market_signals.cpython-312.pyc|Project2026 copy/api.py|Project2026 copy/cva_pricing_engine.py|Project2026 copy/market_signals.py,932,2
6edbcd680227e77f404fcae603477fe45aa9953d,2026-02-28 02:43:56 +0000,Initial plan,,0,0
6e8f8cb8d49f9257af5d5965d3f641b5965e86b8,2026-02-27 19:44:37 +0000,Fix frontend validation constraints to match backend Pydantic model,frontend/components/analysis/PaymentForm.tsx|frontend/lib/api.ts,23,11
b57d506f549c05c42d95db02d364ed66ba8dde64,2026-02-27 19:42:06 +0000,Initial plan,,0,0
2de766ac132791ef8c6d599a92dd84db81971719,2026-02-27 18:39:45 +0000,docs: add root README with step-by-step local preview instructions,README.md,132,0
db63fff53d5fdab47c0feceaac5e68a44948b362,2026-02-27 18:35:37 +0000,chore: add .gitignore for __pycache__ and Python build artifacts,.gitignore|Project2026 copy/__pycache__/api.cpython-312.pyc|Project2026 copy/__pycache__/api.cpython-313.pyc|Project2026 copy/__pycache__/bridge_loan_execution.cpython-312.pyc|Project2026 copy/__pycache__/bridge_loan_execution.cpython-313.pyc|Project2026 copy/__pycache__/cva_pricing_engine.cpython-312.pyc|Project2026 copy/__pycache__/cva_pricing_engine.cpython-313.pyc|Project2026 copy/__pycache__/failure_prediction_engine.cpython-312.pyc|Project2026 copy/__pycache__/failure_prediction_engine.cpython-313.pyc,27,0
eb94ebf268d1ccff852aaa5c7f255e9b62a52bdf,2026-02-27 18:35:06 +0000,"fix: add CORS middleware, fix API field mapping, run full pipeline end-to-end",Project2026 copy/__pycache__/api.cpython-312.pyc|Project2026 copy/__pycache__/bridge_loan_execution.cpython-312.pyc|Project2026 copy/__pycache__/cva_pricing_engine.cpython-312.pyc|Project2026 copy/__pycache__/failure_prediction_engine.cpython-312.pyc|Project2026 copy/api.py|frontend/app/portfolio/page.tsx|frontend/components/analysis/PriceResult.tsx|frontend/lib/api.ts,39,8
18c0f6f073e3ca11fc1a943b125cb1a9fdbbcc0e,2026-02-27 18:18:16 +0000,feat: add Next.js 14 frontend for Automated Liquidity Bridging System,frontend/.env.example|frontend/.gitignore|frontend/README.md|frontend/app/analysis/page.tsx|frontend/app/audit/page.tsx|frontend/app/globals.css|frontend/app/layout.tsx|frontend/app/page.tsx|frontend/app/portfolio/page.tsx|frontend/app/providers.tsx|frontend/components/analysis/ExecuteResult.tsx|frontend/components/analysis/PaymentForm.tsx|frontend/components/analysis/PriceResult.tsx|frontend/components/analysis/ScoreResult.tsx|frontend/components/audit/AuditTable.tsx|frontend/components/layout/Header.tsx|frontend/components/layout/Sidebar.tsx|frontend/components/portfolio/PortfolioCharts.tsx|frontend/components/shared/ClaimBadge.tsx|frontend/components/shared/HealthIndicator.tsx|frontend/components/shared/LoadingSkeleton.tsx|frontend/components/shared/MetricCard.tsx|frontend/lib/api.ts|frontend/lib/store.ts|frontend/lib/utils.ts|frontend/next.config.js|frontend/package.json|frontend/postcss.config.js|frontend/tailwind.config.ts|frontend/tsconfig.json,2170,0
94467b0fbc9bb0f1359a8958eacf229214f2d337,2026-02-27 17:45:45 +0000,Initial plan,,0,0
